Customer ID,Gender,Age,Salary,Product ID,Price,Purchased
679,Male,52,42000,P01,2000,0
680,Male,26,64000,P01,2000,1
681,Female,63,85000,P02,7000,0
682,Female,44,97000,P03,3500,1
683,Female,29,22000,P01,3500,0
684,Male,45,75000,P01,3500,0
685,Female,38,37000,P01,3500,1
686,Male,38,64000,P01,3500,1
687,Female,37,73000,P03,2000,0
688,Male,23,40000,P03,2000,1
689,Male,55,32000,P03,2000,1
690,Female,43,100000,P01,3500,1
691,Female,58,69000,P03,7000,0
692,Female,28,57000,P01,5000,0
693,Female,59,32000,P02,3500,1
694,Male,50,69000,P02,5000,1
695,Male,37,49000,P02,2000,1
696,Female,42,22000,P02,5000,0
697,Male,53,75000,P01,3500,0
698,Male,43,64000,P03,7000,0
699,Female,62,99000,P02,7000,0
700,Female,43,35000,P01,2000,1
701,Male,18,69000,P01,7000,0
702,Female,19,51000,P03,5000,1
703,Female,24,50000,P02,2000,1
704,Female,40,79000,P02,2000,0
705,Female,59,79000,P01,3500,1
706,Male,60,38000,P02,7000,0
707,Male,20,37000,P01,7000,0
708,Female,23,45000,P03,3500,1
709,Female,21,39000,P03,3500,1
710,Male,18,41000,P01,7000,0
711,Female,50,81000,P02,2000,1
712,Female,18,90000,P01,3500,1
713,Male,30,84000,P03,5000,1
714,Male,38,82000,P01,2000,1
715,Female,31,36000,P02,2000,0
716,Female,23,81000,P02,7000,0
717,Male,56,52000,P01,5000,0
718,Male,64,68000,P03,7000,0
719,Female,56,69000,P01,3500,0
720,Male,46,82000,P02,2000,1
721,Female,33,70000,P01,3500,0
722,Male,45,55000,P03,7000,0
723,Female,24,94000,P01,5000,1
724,Male,55,91000,P01,5000,1
725,Female,48,80000,P01,2000,0
726,Female,58,86000,P02,3500,1
727,Male,50,94000,P02,7000,0
728,Male,41,36000,P02,2000,0
729,Female,40,80000,P03,7000,0
730,Female,34,67000,P03,2000,0
731,Female,58,90000,P01,7000,0
732,Female,51,88000,P02,2000,1
733,Male,52,81000,P01,7000,0
734,Male,64,83000,P03,5000,1
735,Female,52,38000,P02,7000,0
736,Female,43,50000,P01,5000,0
737,Male,48,29000,P03,3500,0
738,Female,54,60000,P01,7000,0
739,Male,19,96000,P01,7000,0
740,Female,23,43000,P03,2000,1
741,Male,25,39000,P02,2000,1
742,Male,40,27000,P02,7000,0
743,Female,32,88000,P03,2000,1
744,Male,22,100000,P03,2000,1
745,Male,37,60000,P02,5000,1
746,Male,40,64000,P03,2000,1
747,Male,37,97000,P01,3500,1
748,Male,32,62000,P01,2000,1
749,Female,36,30000,P03,7000,0
750,Female,27,79000,P01,7000,0
751,Female,22,34000,P03,2000,1
752,Male,25,54000,P03,7000,0
753,Male,61,22000,P02,3500,0
754,Male,24,30000,P01,5000,1
755,Female,63,50000,P02,5000,1
756,Female,53,87000,P02,3500,1
757,Female,21,56000,P02,7000,0
758,Female,32,60000,P03,2000,1
759,Female,26,80000,P01,2000,0
760,Female,62,95000,P03,7000,0
761,Male,21,64000,P01,5000,1
762,Male,30,48000,P01,3500,0
763,Male,25,33000,P02,5000,0
764,Male,43,69000,P03,7000,0
765,Male,26,84000,P02,3500,1
766,Female,39,23000,P02,2000,0
767,Female,44,59000,P01,2000,1
768,Male,48,54000,P02,5000,0
769,Female,39,68000,P01,2000,0
770,Female,40,98000,P03,3500,1
771,Male,58,67000,P03,3500,0
772,Male,52,39000,P01,5000,0
773,Female,56,49000,P02,3500,0
774,Male,41,84000,P01,7000,0
775,Female,43,81000,P02,7000,0
776,Female,35,55000,P01,2000,1
777,Female,54,72000,P01,3500,0
778,Female,41,86000,P03,7000,0
779,Female,46,83000,P03,3500,1
780,Male,28,84000,P03,3500,1
781,Female,61,82000,P02,7000,0
782,Male,44,79000,P01,7000,0
783,Female,22,67000,P02,3500,0
784,Female,49,60000,P02,7000,0
785,Female,24,69000,P01,2000,0
786,Male,60,67000,P02,7000,0
787,Female,36,22000,P03,5000,0
788,Male,59,46000,P01,2000,1
789,Male,28,36000,P03,2000,0
790,Female,24,59000,P02,5000,1
791,Male,18,76000,P02,3500,0
792,Male,20,51000,P03,3500,1
793,Female,61,61000,P01,3500,1
794,Female,52,59000,P02,3500,1
795,Male,36,70000,P01,7000,0
796,Male,57,80000,P03,5000,0
797,Female,22,51000,P01,5000,0
798,Female,61,89000,P03,3500,1
799,Female,48,69000,P02,2000,1
800,Female,53,38000,P03,5000,0
801,Female,55,90000,P02,7000,0
802,Female,37,22000,P02,2000,0
803,Male,33,42000,P02,3500,0
804,Male,63,95000,P01,7000,0
805,Female,39,42000,P02,2000,1
806,Male,33,87000,P01,2000,1
807,Female,43,34000,P02,2000,1
808,Female,37,85000,P01,7000,0
809,Female,24,99000,P01,7000,0
810,Female,35,42000,P03,5000,0
811,Female,21,57000,P03,7000,0
812,Male,53,66000,P02,5000,0
813,Male,42,58000,P01,2000,0
814,Male,42,42000,P01,3500,0
815,Male,50,50000,P03,3500,0
816,Female,59,55000,P03,5000,0
817,Male,47,39000,P02,3500,0
818,Female,24,62000,P03,5000,1
819,Female,56,94000,P03,2000,1
820,Male,22,24000,P02,3500,0
821,Female,29,88000,P02,7000,0
822,Male,39,38000,P02,2000,1
823,Male,31,71000,P03,5000,0
824,Male,26,56000,P03,7000,0
825,Male,25,49000,P01,7000,0
826,Male,33,35000,P02,3500,0
827,Male,33,75000,P01,2000,1
828,Female,42,62000,P03,5000,0
829,Male,45,46000,P03,3500,1
830,Male,51,94000,P03,3500,1
831,Female,48,24000,P03,7000,0
832,Female,29,51000,P01,7000,0
833,Male,58,21000,P02,5000,0
834,Male,26,55000,P01,7000,0
835,Male,28,77000,P01,2000,1
836,Female,42,58000,P02,5000,0
837,Female,48,75000,P01,3500,1
838,Female,46,53000,P03,5000,0
839,Male,44,64000,P03,3500,1
840,Female,50,91000,P01,5000,1
841,Female,30,83000,P01,5000,1
842,Male,54,51000,P01,2000,0
843,Male,33,45000,P02,5000,1
844,Female,36,86000,P03,7000,0
845,Female,55,79000,P03,2000,1
846,Female,40,58000,P02,7000,0
847,Male,21,85000,P01,5000,1
848,Female,60,23000,P01,2000,0
849,Female,54,92000,P03,7000,0
850,Female,19,88000,P02,5000,1
851,Male,61,46000,P03,7000,0
852,Female,49,28000,P02,7000,0
853,Female,48,37000,P02,2000,1
854,Female,51,62000,P01,3500,0
855,Female,45,62000,P03,3500,0
856,Female,64,49000,P02,5000,0
857,Male,40,81000,P01,3500,1
858,Female,51,88000,P03,5000,1
859,Female,32,64000,P02,2000,1
860,Female,18,23000,P02,3500,0
861,Female,59,91000,P01,2000,1
862,Male,56,95000,P02,3500,1
863,Female,47,61000,P03,2000,0
864,Female,22,44000,P01,3500,0
865,Female,41,21000,P01,5000,0
866,Female,20,20000,P02,7000,0
867,Male,63,62000,P02,5000,1
868,Female,63,37000,P02,3500,0
869,Male,24,43000,P01,7000,0
870,Female,33,35000,P01,3500,1
871,Male,40,99000,P01,3500,1
872,Female,36,54000,P01,3500,1
873,Male,56,30000,P02,7000,0
874,Male,31,72000,P02,7000,0
875,Male,52,53000,P02,5000,1
876,Female,35,21000,P01,5000,0
877,Male,55,40000,P03,7000,0
878,Male,52,40000,P02,7000,0
879,Female,23,35000,P01,3500,1
880,Female,52,24000,P02,5000,0
881,Female,26,63000,P01,3500,1
882,Male,29,34000,P03,3500,1
883,Female,22,88000,P03,5000,1
884,Male,54,29000,P02,2000,0
885,Male,18,62000,P01,5000,0
886,Male,30,50000,P03,2000,0
887,Male,57,36000,P03,3500,1
888,Female,58,20000,P03,7000,0
889,Female,25,40000,P01,5000,0
890,Male,47,20000,P03,5000,0
891,Female,47,28000,P01,2000,0
892,Male,58,95000,P03,7000,0
893,Female,56,37000,P02,7000,0
894,Female,35,33000,P02,7000,0
895,Male,28,76000,P02,3500,0
896,Male,49,55000,P02,2000,1
897,Female,22,39000,P02,7000,0
898,Female,41,92000,P02,2000,1
899,Male,61,42000,P03,2000,0
900,Male,37,74000,P03,2000,1
901,Male,60,78000,P01,5000,0
902,Male,18,47000,P01,2000,0
903,Male,59,62000,P02,5000,0
904,Female,62,87000,P01,3500,1
905,Male,44,33000,P02,2000,0
906,Female,33,73000,P02,5000,1
907,Male,57,28000,P02,3500,0
908,Male,23,20000,P02,5000,0
909,Male,28,20000,P02,5000,0
910,Female,51,77000,P01,3500,1
911,Female,49,84000,P03,2000,1
912,Male,27,59000,P03,7000,0
913,Male,19,67000,P03,5000,1
914,Female,31,89000,P03,3500,1
915,Female,34,28000,P01,3500,0
916,Female,30,27000,P03,2000,0
917,Male,57,76000,P03,5000,1
918,Male,21,38000,P03,7000,0
919,Female,41,45000,P02,5000,0
920,Male,52,24000,P03,7000,0
921,Female,42,30000,P01,5000,1
922,Male,26,67000,P03,7000,0
923,Male,52,34000,P03,3500,0
924,Male,21,80000,P01,5000,1
925,Female,56,45000,P02,3500,0
926,Male,27,20000,P02,7000,0
927,Female,26,51000,P03,7000,0
928,Female,44,93000,P03,7000,0
929,Female,32,47000,P01,2000,1
930,Female,25,33000,P02,7000,0
931,Female,30,88000,P01,3500,1
932,Female,38,91000,P01,3500,1
933,Male,59,62000,P03,5000,0
934,Female,30,55000,P02,7000,0
935,Male,51,87000,P03,3500,1
936,Male,39,42000,P03,7000,0
937,Female,64,93000,P02,2000,1
938,Female,45,74000,P02,2000,1
939,Male,41,44000,P01,3500,1
940,Male,37,39000,P02,7000,0
941,Male,61,28000,P03,2000,0
942,Female,63,70000,P03,3500,0
943,Female,56,86000,P01,5000,1
944,Male,38,81000,P03,7000,0
945,Male,18,73000,P02,7000,0
946,Male,30,67000,P03,5000,0
947,Female,42,77000,P03,5000,0
948,Male,61,67000,P03,3500,1
949,Male,59,92000,P02,2000,1
950,Female,29,77000,P01,7000,0
951,Female,61,46000,P02,5000,0
952,Female,63,25000,P01,2000,0
953,Female,29,94000,P03,5000,1
954,Male,29,69000,P03,7000,0
955,Female,24,36000,P03,5000,1
956,Female,42,39000,P03,5000,0
957,Female,28,63000,P01,5000,1
958,Female,34,73000,P01,3500,1
959,Female,50,27000,P01,7000,0
960,Female,40,92000,P01,7000,0
961,Female,52,53000,P02,5000,1
962,Male,34,70000,P03,3500,0
963,Male,29,60000,P03,5000,1
964,Male,38,96000,P01,3500,1
965,Male,63,83000,P02,2000,1
966,Female,40,99000,P03,2000,1
967,Male,39,45000,P03,2000,0
968,Male,52,40000,P02,3500,1
969,Male,31,37000,P03,2000,1
970,Male,64,76000,P01,7000,0
971,Male,37,27000,P01,2000,0
972,Male,25,58000,P02,7000,0
973,Male,30,81000,P03,7000,0
974,Female,56,97000,P03,2000,1
975,Male,54,59000,P01,7000,0
976,Male,38,59000,P03,5000,0
977,Female,24,74000,P03,2000,0
978,Male,24,87000,P02,2000,1
979,Male,25,76000,P02,3500,0
980,Male,43,56000,P02,5000,1
981,Male,39,88000,P02,7000,0
982,Male,53,33000,P01,3500,0
983,Female,21,60000,P03,7000,0
984,Male,24,72000,P03,7000,0
985,Male,21,72000,P01,7000,0
986,Female,35,43000,P01,2000,0
987,Female,24,23000,P01,7000,0
988,Female,35,55000,P02,7000,0
989,Male,34,90000,P01,3500,1
990,Female,38,40000,P01,2000,1
991,Female,27,49000,P02,5000,1
992,Male,30,82000,P02,5000,1
993,Male,33,92000,P01,2000,1
994,Female,41,27000,P03,5000,0
995,Male,43,20000,P02,5000,0
996,Male,21,73000,P02,5000,1
997,Male,62,54000,P01,5000,0
998,Female,41,20000,P03,2000,0
999,Male,22,29000,P03,5000,0
1000,Female,49,36000,P03,3500,0
1001,Female,49,90000,P01,2000,1
1002,Female,36,22000,P02,7000,1
1003,Male,26,42000,P02,3500,1
1004,Male,32,95000,P01,5000,0
1005,Female,42,42000,P01,5000,0
1006,Male,32,87000,P02,3500,1
1007,Female,40,34000,P01,7000,0
1008,Female,39,85000,P02,2000,0
1009,Female,21,99000,P03,2000,0
1010,Female,49,42000,P01,7000,1
1011,Female,31,57000,P03,5000,1
1012,Male,30,66000,P03,3500,0
1013,Male,52,58000,P01,5000,0
1014,Male,35,42000,P02,7000,1
1015,Male,47,50000,P02,3500,0
1016,Female,24,55000,P01,2000,1
1017,Male,54,39000,P03,2000,0
1018,Female,33,62000,P01,5000,0
1019,Female,25,94000,P02,2000,0
1020,Male,64,24000,P03,3500,0
1021,Female,42,88000,P03,3500,0
1022,Male,20,38000,P02,5000,1
1023,Male,18,71000,P03,3500,0
1024,Male,25,56000,P02,7000,1
1025,Male,21,49000,P01,7000,0
1026,Male,53,35000,P01,2000,0
1027,Male,60,75000,P03,3500,0
1028,Female,29,62000,P02,7000,0
1029,Male,43,46000,P03,3500,1
1030,Male,26,94000,P02,3500,0
1031,Female,22,24000,P03,7000,1
1032,Female,23,51000,P02,7000,0
1033,Male,63,21000,P02,3500,0
1034,Male,57,55000,P01,7000,0
1035,Male,41,77000,P01,2000,1
1036,Female,43,58000,P03,7000,1
1037,Female,64,75000,P02,5000,0
1038,Female,41,53000,P02,2000,1
1039,Male,22,64000,P02,2000,0
1040,Female,30,91000,P01,5000,0
1041,Female,28,83000,P02,3500,0
1042,Male,54,51000,P03,3500,1
1043,Male,39,45000,P03,3500,1
1044,Female,55,86000,P03,3500,0
1045,Female,60,79000,P03,7000,0
1046,Female,36,58000,P02,5000,1
1047,Male,38,85000,P03,5000,0
1048,Female,19,23000,P01,3500,0
1049,Female,33,92000,P01,2000,0
1050,Female,32,88000,P03,5000,1
1051,Male,20,46000,P03,7000,1
1052,Female,43,28000,P01,2000,1
1053,Female,34,37000,P03,3500,0
1054,Female,56,62000,P03,7000,0
1055,Female,58,62000,P01,2000,0
1056,Female,54,49000,P03,2000,0
1057,Male,33,81000,P03,2000,0
1058,Female,23,88000,P01,7000,0
1059,Female,56,64000,P03,7000,1
1060,Female,53,23000,P02,5000,1
1061,Female,36,91000,P01,7000,0
1062,Male,46,95000,P01,5000,0
1063,Female,35,61000,P03,2000,1
1064,Female,43,44000,P01,3500,0
1065,Female,36,21000,P02,3500,0
1066,Female,61,20000,P03,5000,0
1067,Male,63,62000,P01,3500,1
1068,Female,50,37000,P02,5000,1
1069,Male,59,43000,P01,2000,1
1070,Female,59,35000,P03,3500,1
1071,Male,35,99000,P02,7000,1
1072,Female,64,54000,P03,2000,0
1073,Male,45,30000,P02,5000,0
1074,Male,31,72000,P01,7000,1
1075,Male,60,53000,P02,7000,1
1076,Female,37,21000,P02,3500,1
1077,Male,50,40000,P02,2000,0
1078,Male,58,40000,P02,5000,1
1079,Female,61,35000,P01,3500,0
1080,Female,44,24000,P03,3500,1
1081,Female,40,63000,P01,7000,1
1082,Male,33,34000,P01,7000,0
1083,Female,51,88000,P02,5000,1
1084,Male,35,29000,P03,7000,1
1085,Male,26,62000,P02,2000,0
1086,Male,23,50000,P01,5000,1
1087,Male,44,36000,P02,3500,1
1088,Female,18,20000,P01,5000,0
1089,Female,49,40000,P01,3500,0
1090,Male,40,20000,P01,5000,0
1091,Female,54,28000,P03,5000,0
1092,Male,37,95000,P02,2000,1
1093,Female,18,37000,P02,5000,1
1094,Female,24,33000,P01,7000,1
1095,Male,39,76000,P02,2000,1
1096,Male,52,55000,P03,7000,1
1097,Female,20,39000,P01,5000,0
1098,Female,29,92000,P03,2000,0
1099,Male,27,42000,P02,7000,1
1100,Male,37,74000,P03,5000,0
1101,Male,62,78000,P03,7000,1
1102,Male,38,47000,P03,7000,1
1103,Male,20,62000,P03,2000,1
1104,Female,38,87000,P01,3500,1
1105,Male,40,33000,P02,3500,1
1106,Female,29,73000,P03,5000,1
1107,Male,32,28000,P03,3500,1
1108,Male,39,20000,P02,5000,0
1109,Male,51,20000,P03,2000,0
1110,Female,45,77000,P02,3500,0
1111,Female,40,84000,P03,2000,1
1112,Male,21,59000,P02,3500,0
1113,Male,56,67000,P01,2000,1
1114,Female,37,89000,P01,3500,1
1115,Female,28,28000,P02,5000,0
1116,Female,18,27000,P02,7000,0
1117,Male,38,76000,P03,5000,0
1118,Male,45,38000,P03,3500,1
1119,Female,33,45000,P02,7000,1
1120,Male,63,24000,P01,3500,0
1121,Female,21,30000,P01,3500,0
1122,Male,33,67000,P02,3500,0
1123,Male,39,34000,P02,7000,0
1124,Male,37,80000,P02,7000,0
1125,Female,58,45000,P03,5000,0
1126,Male,35,20000,P03,5000,0
1127,Female,32,51000,P02,7000,1
1128,Female,60,93000,P03,7000,0
1129,Female,54,47000,P01,3500,1
1130,Female,50,33000,P03,5000,0
1131,Female,59,88000,P02,3500,0
1132,Female,56,91000,P02,3500,1
1133,Male,39,62000,P01,5000,1
1134,Female,56,55000,P02,2000,0
1135,Male,24,87000,P01,5000,0
1136,Male,61,42000,P02,2000,1
1137,Female,62,93000,P03,3500,0
1138,Female,26,74000,P02,7000,1
1139,Male,27,44000,P03,5000,0
1140,Male,20,39000,P03,5000,1
1141,Male,53,28000,P02,2000,0
1142,Female,41,70000,P02,7000,0
1143,Female,19,86000,P03,7000,1
1144,Male,51,81000,P03,7000,0
1145,Male,21,73000,P01,3500,1
1146,Male,45,67000,P02,2000,1
1147,Female,62,77000,P02,7000,1
1148,Male,64,67000,P03,2000,1
1149,Male,22,92000,P02,2000,1
1150,Female,22,77000,P01,2000,0
1151,Female,58,46000,P03,5000,1
1152,Female,62,25000,P03,2000,1
1153,Female,18,94000,P02,5000,0
1154,Male,38,69000,P01,3500,0
1155,Female,64,36000,P01,2000,1
1156,Female,23,39000,P03,5000,0
1157,Female,24,63000,P01,3500,0
1158,Female,42,73000,P01,5000,1
1159,Female,42,27000,P03,5000,0
1160,Female,59,92000,P01,3500,0
1161,Female,28,53000,P01,2000,1
1162,Male,22,70000,P02,7000,0
1163,Male,28,60000,P01,5000,1
1164,Male,29,96000,P03,3500,1
1165,Male,43,83000,P01,3500,1
1166,Female,35,99000,P01,2000,0
1167,Male,22,45000,P01,5000,0
1168,Male,46,40000,P02,7000,0
1169,Male,22,37000,P02,5000,0
1170,Male,42,76000,P02,7000,1
1171,Male,26,27000,P03,5000,0
1172,Male,26,58000,P02,7000,0
1173,Male,44,81000,P02,3500,0
1174,Female,46,97000,P01,5000,0
1175,Male,52,59000,P03,3500,0
1176,Male,41,59000,P03,7000,0
1177,Female,32,74000,P03,7000,0
1178,Male,32,87000,P01,7000,1
1179,Male,43,76000,P03,2000,1
1180,Male,62,56000,P03,7000,0
1181,Male,57,88000,P02,3500,0
1182,Male,50,33000,P01,3500,0
1183,Female,20,60000,P02,5000,0
1184,Male,50,72000,P02,7000,0
1185,Male,23,72000,P02,3500,0
1186,Female,37,43000,P02,7000,1
1187,Female,38,23000,P02,2000,0
1188,Female,30,55000,P01,2000,1
1189,Male,23,90000,P03,3500,1
1190,Female,30,40000,P01,7000,1
1191,Female,52,49000,P01,2000,0
1192,Male,33,82000,P03,3500,0
1193,Male,36,92000,P02,5000,1
1194,Female,63,27000,P02,7000,0
1195,Male,32,20000,P01,7000,1
1196,Male,48,73000,P02,5000,0
1197,Male,55,54000,P03,5000,0
1198,Female,19,20000,P02,3500,1
1199,Male,56,29000,P03,2000,0
1200,Female,32,36000,P01,7000,0
1201,Male,19,90000,P03,5000,1
1202,Male,48,86000,P02,2000,1
1203,Male,55,99000,P01,5000,1
1204,Female,46,87000,P01,7000,1
1205,Male,56,21000,P01,5000,1
1206,Female,54,53000,P02,5000,0
1207,Male,59,81000,P01,5000,0
1208,Male,48,76000,P02,3500,1
1209,Female,58,56000,P03,7000,0
1210,Female,51,72000,P03,7000,0
1211,Male,39,52000,P02,5000,1
1212,Male,33,29000,P02,3500,1
1213,Female,62,22000,P01,5000,1
1214,Male,33,23000,P02,3500,0
1215,Female,47,35000,P02,2000,1
1216,Female,54,35000,P01,2000,0
1217,Male,45,54000,P03,2000,0
1218,Male,40,80000,P01,3500,1
1219,Female,30,80000,P01,2000,0
1220,Female,20,86000,P02,7000,0
1221,Female,64,66000,P03,2000,0
1222,Female,61,88000,P01,7000,1
1223,Female,50,28000,P01,7000,0
1224,Male,21,97000,P03,2000,1
1225,Female,64,47000,P03,7000,0
1226,Male,57,45000,P01,5000,0
1227,Female,42,25000,P03,2000,1
1228,Female,49,23000,P03,2000,0
1229,Male,55,28000,P02,3500,0
1230,Female,52,100000,P03,5000,0
1231,Female,57,77000,P02,7000,0
1232,Male,30,77000,P01,3500,0
1233,Female,27,74000,P02,7000,1
1234,Male,48,42000,P01,7000,0
1235,Male,45,99000,P03,7000,0
1236,Male,61,54000,P03,2000,1
1237,Female,57,59000,P02,7000,1
1238,Male,49,31000,P01,7000,0
1239,Male,40,55000,P03,3500,0
1240,Female,52,33000,P01,2000,0
1241,Female,59,91000,P03,5000,0
1242,Male,63,33000,P03,5000,0
1243,Male,61,49000,P03,2000,0
1244,Male,60,89000,P03,5000,0
1245,Male,22,61000,P03,5000,1
1246,Female,52,53000,P01,5000,0
1247,Male,52,25000,P02,5000,1
1248,Male,24,33000,P02,2000,0
1249,Female,23,88000,P01,5000,1
1250,Male,52,30000,P01,3500,1
1251,Female,49,75000,P01,5000,1
1252,Male,61,30000,P02,5000,0
1253,Male,48,92000,P03,7000,0
1254,Female,21,28000,P03,3500,0
1255,Female,63,54000,P03,5000,1
1256,Female,44,43000,P03,3500,1
1257,Female,56,22000,P01,5000,0
1258,Male,63,23000,P01,2000,0
1259,Male,41,86000,P02,5000,0
1260,Male,64,84000,P01,3500,0
1261,Female,60,38000,P03,3500,0
1262,Male,60,21000,P02,3500,1
1263,Female,45,74000,P01,7000,1
1264,Male,57,42000,P01,5000,1
1265,Female,31,100000,P02,2000,0
1266,Male,39,56000,P02,5000,0
1267,Male,23,61000,P02,5000,0
1268,Female,23,55000,P03,7000,0
1269,Female,56,29000,P03,3500,0
1270,Male,22,36000,P02,2000,0
1271,Male,47,56000,P01,3500,0
1272,Male,41,69000,P03,5000,0
1273,Female,37,22000,P01,3500,0
1274,Male,28,43000,P03,5000,0
1275,Female,40,64000,P02,2000,1
1276,Female,60,20000,P01,2000,1
1277,Male,56,21000,P03,7000,0
1278,Male,19,30000,P03,5000,0
1279,Male,18,42000,P03,3500,1
1280,Male,63,64000,P03,2000,0
1281,Female,51,85000,P03,5000,0
1282,Female,21,97000,P02,5000,0
1283,Female,28,22000,P03,5000,0
1284,Male,32,75000,P01,3500,1
1285,Female,31,37000,P02,7000,0
1286,Male,34,64000,P01,7000,1
1287,Female,43,73000,P03,5000,1
1288,Male,23,40000,P01,2000,0
1289,Male,24,32000,P02,7000,0
1290,Female,36,100000,P01,7000,0
1291,Female,23,69000,P02,3500,0
1292,Female,18,57000,P03,5000,1
1293,Female,42,32000,P01,3500,0
1294,Male,53,69000,P01,7000,1
1295,Male,24,49000,P01,7000,0
1296,Female,34,22000,P01,5000,1
1297,Male,39,75000,P01,5000,1
1298,Male,29,64000,P01,5000,1
1299,Female,43,99000,P02,2000,0
1300,Female,38,35000,P03,7000,1
1301,Male,53,69000,P02,3500,0
1302,Female,45,51000,P02,5000,1
1303,Female,22,50000,P01,3500,0
1304,Female,55,79000,P01,3500,1
1305,Female,37,79000,P01,3500,0
1306,Male,29,38000,P01,7000,0
1307,Male,47,37000,P03,3500,1
1308,Female,30,45000,P01,5000,0
1309,Female,27,39000,P02,7000,0
1310,Male,52,41000,P03,5000,1
1311,Female,21,81000,P02,2000,0
1312,Female,39,90000,P02,2000,0
1313,Male,32,84000,P03,2000,0
1314,Male,45,82000,P03,3500,1
1315,Female,45,36000,P02,2000,1
1316,Female,30,81000,P02,5000,1
1317,Male,62,52000,P01,5000,0
1318,Male,50,68000,P02,2000,1
1319,Female,58,69000,P01,3500,1
1320,Male,56,82000,P01,3500,0
1321,Female,27,70000,P02,7000,0
1322,Male,22,55000,P03,5000,0
1323,Female,43,94000,P02,7000,0
1324,Male,54,91000,P03,3500,1
1325,Female,47,80000,P01,3500,0
1326,Female,35,86000,P02,5000,0
1327,Male,44,94000,P01,2000,1
1328,Male,22,36000,P01,3500,1
1329,Female,58,80000,P01,5000,1
1330,Female,36,67000,P01,5000,0
1331,Female,52,90000,P03,5000,0
1332,Female,60,88000,P03,5000,1
1333,Male,45,81000,P01,7000,0
1334,Male,57,83000,P03,5000,0
1335,Female,40,38000,P03,3500,0
1336,Female,56,50000,P03,5000,1
1337,Male,35,29000,P03,7000,0
1338,Female,26,60000,P02,7000,1
1339,Male,43,96000,P03,3500,1
1340,Female,41,43000,P02,2000,1
1341,Male,27,39000,P01,7000,0
1342,Male,44,27000,P01,3500,0
1343,Female,50,88000,P01,3500,0
1344,Male,35,100000,P03,7000,1
